,Multi_Class,Search Date,MRNA_Open,MRNA_Close,MRNA_Difference,MRNA_Volume,JNJ_Open,JNJ_Close,JNJ_Difference,JNJ_Volume,BTNX_Open,BTNX_Close,BTNX_Difference,BTNX_Volume,DJIA_Open,DJIA_Close,DJIA_Difference,DJIA_Volume,PFE_Open,PFE_Close,PFE_Difference,PFE_Volume,Total Doses Administered,Daily Increase,Current Hospitalized COVID-19 Patients,Number of Flights
388,1699-5000,2021-01-21,125.28,132.98,-7.7,20880800.0,161.32,161.73,-0.41,6818000.0,104.0,105.43,-1.43,2256300.0,"31,198.01","31,176.01",22,"418,780,000",36.39,36.48,-0.09,33829700.0,24438421.0,1628538.0,117446.14,147337.0
389,1699-5000,2021-01-20,124.51,125.14,-0.63,8001600.0,163.2,162.38,0.82,6839900.0,104.41,103.23,1.18,1615700.0,"31,017.54","31,188.38",-170.84,"384,980,000",36.79,36.5,0.29,35400100.0,22809883.0,1600378.0,120193.71,142017.0
390,1699-5000,2021-01-19,122.1,125.01,-2.91,16528900.0,162.0,162.78,-0.78,9057600.0,101.26,104.7,-3.44,2018200.0,"30,887.42","30,930.52",-43.1,"386,400,000",36.76,36.73,0.03,33451300.0,21209505.0,1344694.0,121513.0,138651.0
391,1699-5000,2021-01-18,,,,,,,,,,,,,,,,,,,,,,,,
392,1699-5000,2021-01-17,,,,,,,,,,,,,,,,,,,,,,,,
393,1699-5000,2021-01-16,,,,,,,,,,,,,,,,,,,,,,,,
394,1699-5000,2021-01-15,129.6,129.65,-0.05,15769500.0,160.3,160.3,0.0,7630800.0,104.25,101.59,2.66,3151600.0,"30,926.77","30,814.26",112.51,"433,000,000",36.68,36.7,-0.02,34287800.0,18028223.0,1255208.0,125129.71,143574.0
395,1699-5000,2021-01-14,122.8,129.72,-6.92,13346700.0,160.45,160.65,-0.2,10030800.0,102.79,105.85,-3.06,1910200.0,"31,085.67","30,991.52",94.15,"427,810,000",36.78,36.75,0.03,30272000.0,16773015.0,1314788.0,125683.0,152648.0
396,1699-5000,2021-01-13,123.7,124.06,-0.36,14324600.0,158.23,157.89,0.34,6643100.0,103.48,102.61,0.87,1816000.0,"31,084.88","31,060.47",24.41,"413,250,000",37.0,36.86,0.14,31027900.0,15458227.0,1322184.0,125016.0,151105.0
397,1699-5000,2021-01-12,117.93,124.55,-6.62,15276200.0,159.15,158.13,1.02,6903200.0,104.97,105.45,-0.48,3550800.0,"31,015.01","31,068.69",-53.68,"362,620,000",37.7,37.18,0.52,47831100.0,14136043.0,1256981.0,125448.14,139964.0
398,1699-5000,2021-01-11,112.75,117.26,-4.51,16650600.0,160.56,159.37,1.19,7066200.0,102.84,108.9,-6.06,4772800.0,"31,015.37","31,008.69",6.68,"356,540,000",37.22,37.77,-0.55,47286900.0,12879062.0,1069385.0,125693.43,135168.0
399,1699-5000,2021-01-10,,,,,,,,,,,,,,,,,,,,,,,,
400,1699-5000,2021-01-09,,,,,,,,,,,,,,,,,,,,,,,,
401,1699-5000,2021-01-08,116.52,112.75,3.77,12376900.0,160.51,160.04,0.47,8228900.0,98.1,100.39,-2.29,3988400.0,"31,069.58","31,097.97",-28.39,"381,150,000",37.16,37.13,0.03,33462400.0,11050513.0,1235051.0,124998.57,139866.0
402,1699-5000,2021-01-07,120.1,115.09,5.01,20614100.0,159.0,160.37,-1.37,7747200.0,94.0,93.69,0.31,2980500.0,"30,901.18","31,041.13",-139.95,"427,810,000",37.04,37.06,-0.02,27809500.0,9815462.0,1168732.0,124047.57,141572.0
403,1699-5000,2021-01-06,111.11,116.26,-5.15,21590900.0,157.24,159.83,-2.59,8230100.0,86.75,91.16,-4.41,3070800.0,"30,362.78","30,829.40",-466.62,"500,430,000",36.83,36.87,-0.04,34962500.0,8646730.0,1019791.0,123306.14,138576.0
404,1699-5000,2021-01-05,113.82,109.18,4.64,15450800.0,156.25,158.34,-2.09,9602300.0,87.95,86.78,1.17,1970900.0,"30,204.25","30,391.60",-187.35,"350,910,000",36.72,37.19,-0.47,29909400.0,7626939.0,830222.0,122506.0,138303.0
405,1699-5000,2021-01-04,107.23,111.73,-4.5,22439600.0,157.24,156.5,0.74,11765900.0,85.45,85.73,-0.28,3138000.0,"30,627.47","30,223.89",403.58,"475,080,000",36.87,36.81,0.06,33565700.0,6796717.0,656327.0,121668.0,137935.0
406,1699-5000,2021-01-03,,,,,,,,,,,,,,,,,,,,,,,,
407,1699-5000,2021-11-21,,,,,,,,,,,,,,,,,,,,,,,,
408,1699-5000,2021-10-22,332.54,326.54,6.0,7780200.0,163.06,163.72,-0.66,4304300.0,294.78,278.34,16.44,3558900.0,"35,607.72","35,677.02",-69.3,"346,290,000",42.82,43.16,-0.34,17183000.0,418424074.0,1363086.0,49091.43,203026.0
409,1699-5000,2021-09-21,424.3,434.04,-9.74,9355300.0,164.61,164.53,0.08,6663600.0,344.77,341.35,3.42,2455400.0,"34,025.61","33,919.84",105.77,"306,970,000",44.25,43.92,0.33,23645600.0,392346977.0,671122.0,84274.14,186013.0
410,1699-5000,2021-08-22,,,,,,,,,,,,,,,,,,,,,,,,
411,1699-5000,2021-07-22,319.0,323.48,-4.48,16491300.0,169.36,169.98,-0.62,5281900.0,269.56,280.98,-11.42,5589800.0,"34,799.68","34,823.35",-23.67,"291,610,000",41.12,41.47,-0.35,18913300.0,347972407.0,649203.0,24092.57,228148.0
412,1699-5000,2021-06-21,200.86,208.24,-7.38,7423100.0,162.77,163.84,-1.07,6592300.0,217.06,226.09,-9.03,1849800.0,"33,312.07","33,876.97",-564.9,"317,260,000",38.88,39.42,-0.54,19488100.0,331622929.0,559057.0,12743.29,172849.0
413,1699-5000,2021-05-22,,,,,,,,,,,,,,,,,,,,,,,,
414,1699-5000,2021-04-21,158.6,169.5,-10.9,11352700.0,166.37,166.59,-0.22,6333200.0,154.84,161.8,-6.96,2416900.0,"33,808.30","34,137.31",-329.01,"290,300,000",39.14,39.53,-0.39,29365000.0,237403483.0,3457675.0,39180.43,168365.0
415,1699-5000,2021-03-22,144.19,145.6,-1.41,6050700.0,158.31,160.5,-2.19,7544100.0,106.63,107.0,-0.37,631800.0,"32,601.82","32,731.20",-129.38,"383,500,000",35.48,36.0,-0.52,25427500.0,142898395.0,2361243.0,33353.0,159927.0
416,1699-5000,2021-02-19,173.54,174.74,-1.2,6413600.0,165.6,162.98,2.62,8190900.0,113.1,115.69,-2.59,1381500.0,"31,504.13","31,494.32",9.81,"353,070,000",34.66,34.44,0.22,28145300.0,70786221.0,1964896.0,59490.0,139089.0
417,1699-5000,2021-01-22,132.5,131.02,1.48,10067200.0,162.36,163.55,-1.19,8137000.0,104.5,108.44,-3.94,1696300.0,"31,141.56","30,996.98",144.58,"436,040,000",36.32,36.55,-0.23,26271200.0,26064234.0,1625813.0,115749.14,148183.0
418,1699-5000,2020-12-22,139.0,125.88,13.12,36035800.0,152.4,152.72,-0.32,4699500.0,107.07,100.56,6.51,5021000.0,"30,200.20","30,015.51",184.69,"388,810,000",37.21,36.74,0.47,33634400.0,2045387.0,447177.0,111179.14,156499.0
419,1699-5000,2020-12-21,140.84,138.3,2.54,23921000.0,152.01,153.02,-1.01,7893400.0,107.51,106.46,1.05,2611000.0,"30,159.00","30,216.45",-57.45,"437,480,000",37.28,37.38,-0.1,40891800.0,1598210.0,381416.0,110349.86,140175.0
420,1699-5000,2020-12-20,,,,,,,,,,,,,,,,,,,,,,,,
421,1699-5000,2020-12-19,,,,,,,,,,,,,,,,,,,,,,,,
422,1699-5000,2020-12-18,141.51,140.23,1.28,33157800.0,153.65,154.51,-0.86,17137200.0,106.46,104.24,2.22,3108200.0,"30,314.26","30,179.05",135.21,"782,070,000",37.99,37.68,0.31,60259200.0,930108.0,415833.0,108283.57,167781.0
423,1699-5000,2020-12-17,137.92,144.0,-6.08,32404500.0,150.09,153.62,-3.53,9920300.0,102.64,106.43,-3.79,3487800.0,"30,216.00","30,303.37",-87.37,"345,530,000",37.83,38.03,-0.2,52036400.0,514275.0,272256.0,107438.0,154311.0
424,1699-5000,2020-12-16,137.75,137.03,0.72,28476300.0,150.2,149.67,0.53,8486100.0,112.22,105.78,6.44,4802600.0,"30,191.38","30,154.54",36.84,"344,590,000",38.18,37.84,0.34,56515300.0,242019.0,159665.0,106457.86,141021.0
425,1699-5000,2020-12-15,157.0,147.22,9.78,36451300.0,150.0,150.57,-0.57,7612600.0,114.21,111.2,3.01,5711800.0,"29,919.09","30,199.31",-280.22,"417,770,000",39.06,38.71,0.35,65712800.0,82354.0,49631.0,105440.29,150370.0
426,1699-5000,2020-12-14,163.4,155.07,8.33,22467700.0,153.25,149.07,4.18,8547300.0,126.63,108.27,18.36,10907900.0,"30,123.91","29,861.55",262.36,"371,980,000",41.62,39.21,2.41,94809700.0,32723.0,4534.0,104188.57,137180.0
427,1699-5000,2020-12-13,,,,,,,,,,,,,,,,,,,,,,,,
428,1699-5000,2020-12-12,,,,,,,,,,,,,,,,,,,,,,,,
429,1699-5000,2020-12-11,159.7,156.93,2.77,22069900.0,151.53,152.95,-1.42,5977400.0,130.1,127.3,2.8,4303700.0,"29,988.21","30,046.37",-58.16,"393,870,000",41.97,41.12,0.85,60737000.0,0.0,0.0,100532.86,157400.0
430,1699-5000,2020-12-10,151.13,155.69,-4.56,22060000.0,152.82,152.25,0.57,7392900.0,123.82,129.54,-5.72,5381300.0,"30,032.55","29,999.26",33.29,"325,550,000",41.82,41.73,0.09,57749200.0,0.0,0.0,99476.29,167196.0
431,1699-5000,2020-12-09,170.2,156.59,13.61,40951700.0,152.83,153.1,-0.27,8440100.0,128.99,122.81,6.18,5265200.0,"30,229.81","30,068.81",161,"380,520,000",43.07,41.85,1.22,86118500.0,0.0,0.0,98467.86,163047.0
432,1699-5000,2020-12-08,165.75,169.86,-4.11,27738700.0,150.0,151.55,-1.55,8339800.0,127.0,128.11,-1.11,4597500.0,"29,997.95","30,173.88",-175.93,"311,190,000",41.4,42.56,-1.16,87039300.0,0.0,0.0,97573.0,152078.0
433,1699-5000,2020-12-07,155.03,159.52,-4.49,31409800.0,149.35,148.97,0.38,6634700.0,121.0,125.7,-4.7,4925300.0,"30,233.03","30,069.79",163.24,"365,810,000",40.66,41.25,-0.59,48253700.0,0.0,0.0,96799.29,138117.0
434,1699-5000,2020-12-06,,,,,,,,,,,,,,,,,,,,,,,,
435,1699-5000,2020-12-05,,,,,,,,,,,,,,,,,,,,,,,,
436,1699-5000,2020-12-04,157.59,152.52,5.07,27704800.0,149.79,150.27,-0.48,6747100.0,117.84,120.0,-2.16,3142600.0,"29,989.56","30,218.26",-228.7,"356,590,000",39.89,40.34,-0.45,35368100.0,0.0,0.0,94009.57,159359.0
437,1699-5000,2020-12-03,143.5,157.26,-13.76,38656500.0,148.04,149.0,-0.96,7310500.0,119.85,118.68,1.17,4264600.0,"29,920.83","29,969.52",-48.69,"405,680,000",40.98,40.09,0.89,68570100.0,0.0,0.0,92582.71,161041.0
438,1699-5000,2020-12-02,138.63,143.0,-4.37,51217300.0,147.85,148.14,-0.29,7745500.0,120.85,121.09,-0.24,7164700.0,"29,695.09","29,883.79",-188.7,"385,280,000",40.47,40.8,-0.33,84347500.0,0.0,0.0,90965.14,157000.0
439,1699-5000,2020-11-02,68.02,67.11,0.91,4650300.0,138.98,138.69,0.29,7088000.0,87.9,87.1,0.8,2139900.0,"26,691.28","26,925.05",-233.77,"379,990,000",34.09,34.37,-0.28,21430666.0,0.0,0.0,43609.86,141570.0
440,1699-5000,2020-10-02,67.9,68.81,-0.91,8004900.0,146.21,146.24,-0.03,5485600.0,71.85,73.7,-1.85,2327800.0,"27,536.39","27,682.81",-146.42,"392,770,000",34.21,34.52,-0.3,21461759.0,0.0,0.0,25961.14,159331.0
441,1699-5000,2020-09-02,62.84,64.72,-1.88,9874600.0,150.79,153.83,-3.04,6881900.0,56.01,61.99,-5.98,3892800.0,"28,736.79","29,100.50",-363.71,"539,510,000",34.89,35.29,-0.41,29068688.0,0.0,0.0,30404.71,152636.0
442,1699-5000,2020-08-02,,,,,,,,,,,,,,,,,,,,,,,,
443,1699-5000,2020-07-02,60.0,58.57,1.43,26544400.0,141.25,140.97,0.28,5152200.0,68.25,63.27,4.98,3926500.0,"25,936.45","25,827.36",109.09,"349,130,000",32.85,32.74,0.1,45270881.0,0.0,0.0,0.0,142950.0
444,1699-5000,2020-06-02,58.7,59.87,-1.17,21701100.0,147.06,148.25,-1.19,6078300.0,51.98,52.38,-0.4,688500.0,"25,582.52","25,742.65",-160.13,"352,610,000",33.71,34.31,-0.6,42690900.0,0.0,0.0,0.0,118835.0
445,1699-5000,2020-05-02,,,,,,,,,,,,,,,,,,,,,,,,
446,1699-5000,2020-04-02,30.6,33.2,-2.6,15934400.0,129.12,133.15,-4.03,11594500.0,55.5,56.91,-1.41,245700.0,"20,819.46","21,413.44",-593.98,"529,540,000",30.27,31.19,-0.92,27186876.0,0.0,0.0,0.0,76022.0
447,1699-5000,2020-03-02,27.0,29.88,-2.88,33084000.0,134.78,140.02,-5.24,11508200.0,35.01,36.6,-1.59,185100.0,"25,590.51","26,703.32","-1,112.81","637,200,000",32.17,33.09,-0.92,42034469.0,0.0,0.0,0.0,172689.0
448,1699-5000,2020-02-02,,,,,,,,,,,,,,,,,,,,,,,,
449,1699-5000,2020-01-02,19.57,19.23,0.34,1233600.0,145.87,145.97,-0.1,5777000.0,35.75,38.5,-2.75,139500.0,"28,638.97","28,868.80",-229.83,"251,820,000",37.29,37.13,0.15,16514072.0,,,,
450,1699-5000,2020-11-20,95.0,97.61,-2.61,15306300.0,147.05,146.36,0.69,6354900.0,100.0,104.07,-4.07,6776800.0,"29,437.57","29,263.48",174.09,"305,350,000",36.7,36.7,0.0,60633800.0,0.0,0.0,73307.14,168452.0
451,1699-5000,2020-11-19,90.0,92.77,-2.77,16002000.0,147.3,147.14,0.16,7987700.0,91.6,94.93,-3.33,3400100.0,"29,370.92","29,483.23",-112.31,"331,330,000",36.6,36.19,0.41,43261800.0,0.0,0.0,71408.29,153455.0
452,1699-5000,2020-11-18,93.87,88.89,4.98,21823500.0,148.87,147.37,1.5,6661000.0,90.8,90.44,0.36,5772600.0,"29,875.40","29,438.42",436.98,"382,850,000",36.93,36.32,0.61,63442700.0,0.0,0.0,69543.71,154212.0
453,1699-5000,2020-11-17,97.23,93.15,4.08,26172000.0,150.0,149.35,0.65,7297700.0,89.0,86.93,2.07,4057400.0,"29,800.15","29,783.35",16.8,"372,380,000",36.49,36.04,0.45,46984500.0,0.0,0.0,67539.29,148984.0
454,1699-5000,2020-11-16,100.31,97.95,2.36,70853100.0,150.92,150.85,0.07,6266400.0,96.64,91.52,5.12,11171600.0,"29,672.36","29,950.44",-278.08,"418,290,000",35.92,35.42,0.5,75530167.0,0.0,0.0,65546.29,145682.0
455,1699-5000,2020-11-15,,,,,,,,,,,,,,,,,,,,,,,,
456,1699-5000,2020-11-14,,,,,,,,,,,,,,,,,,,,,,,,
457,1699-5000,2020-11-13,86.62,89.39,-2.77,14121100.0,149.09,149.9,-0.81,5893500.0,104.12,106.0,-1.88,2997500.0,"29,203.90","29,479.81",-275.91,"348,810,000",35.93,36.64,-0.71,40175634.0,0.0,0.0,59487.14,156985.0
458,1699-5000,2020-11-12,85.18,87.81,-2.63,21700100.0,147.61,148.3,-0.69,4710300.0,106.81,101.63,5.18,3596500.0,"29,231.91","29,080.17",151.74,"369,320,000",36.32,35.63,0.69,46767877.0,0.0,0.0,57568.43,152913.0
459,1699-5000,2020-11-11,77.05,82.44,-5.39,18576500.0,149.17,147.8,1.37,6382400.0,112.0,109.45,2.55,3274100.0,"29,524.35","29,397.63",126.72,"376,700,000",36.89,36.53,0.36,58980997.0,0.0,0.0,55628.0,135773.0
460,1699-5000,2020-11-10,80.0,76.05,3.95,10499400.0,147.25,148.28,-1.03,7386500.0,110.0,112.76,-2.76,8029100.0,"29,254.17","29,420.92",-166.75,"526,980,000",38.38,36.7,1.68,80091668.0,0.0,0.0,53772.0,136552.0
461,1699-5000,2020-11-09,77.75,77.74,0.01,20266800.0,148.43,146.08,2.35,12351600.0,114.02,104.8,9.22,14614900.0,"29,467.90","29,157.97",309.93,"673,310,000",39.72,37.19,2.52,230153864.0,0.0,0.0,51971.43,137983.0
462,1699-5000,2020-11-08,,,,,,,,,,,,,,,,,,,,,,,,
463,1699-5000,2020-11-07,,,,,,,,,,,,,,,,,,,,,,,,
464,1699-5000,2020-11-06,71.42,72.45,-1.03,5841000.0,140.4,142.25,-1.85,5942500.0,92.0,92.0,0.0,861300.0,"28,399.13","28,323.40",75.73,"326,710,000",34.53,34.54,-0.01,23870676.0,0.0,0.0,47795.14,169742.0
465,1699-5000,2020-11-05,71.09,71.48,-0.39,4449900.0,140.55,139.76,0.79,8016200.0,91.33,92.0,-0.67,1459800.0,"28,083.37","28,390.18",-306.81,"390,140,000",35.34,34.53,0.82,33926995.0,0.0,0.0,46665.57,166889.0
466,1699-5000,2020-11-04,68.97,69.81,-0.84,5442100.0,139.49,139.4,0.09,10263500.0,86.51,90.69,-4.18,1701500.0,"27,512.83","27,847.66",-334.83,"447,860,000",35.16,35.42,-0.26,40870536.0,0.0,0.0,45588.57,167179.0
467,1699-5000,2020-11-03,66.75,69.08,-2.33,4366900.0,140.02,138.5,1.52,6363000.0,84.91,87.22,-2.31,1082600.0,"27,138.69","27,480.03",-341.34,"350,980,000",34.56,34.34,0.23,21636617.0,0.0,0.0,44582.86,154779.0
468,1699-5000,2020-12-01,177.66,141.01,36.65,125130400.0,146.29,147.45,-1.16,9738200.0,124.5,114.01,10.49,9619800.0,"29,797.50","29,823.92",-26.42,"429,510,000",39.4,39.41,-0.01,72499700.0,0.0,0.0,89432.86,149432.0
469,1699-5000,2020-11-01,,,,,,,,,,,,,,,,,,,,,,,,
470,1699-5000,2020-10-01,69.57,70.03,-0.46,6839000.0,149.31,147.32,1.99,6457800.0,70.0,72.71,-2.71,2371700.0,"27,940.63","27,816.90",123.73,"373,450,000",35.02,34.51,0.51,22520396.0,0.0,0.0,25805.0,163100.0
471,1699-5000,2020-09-01,63.54,63.32,0.22,8183600.0,153.87,151.52,2.35,6307700.0,58.71,57.81,0.9,3569600.0,"28,439.61","28,645.66",-206.05,"423,410,000",35.85,34.99,0.86,36145560.0,0.0,0.0,30797.0,146148.0
472,550-1698,2020-08-01,,,,,,,,,,,,,,,,,,,,,,,,
473,1699-5000,2020-07-01,63.0,61.59,1.41,17916500.0,140.69,140.38,0.31,6174800.0,77.7,64.14,13.56,9879300.0,"25,879.38","25,734.97",144.41,"373,180,000",32.77,32.01,0.76,73503009.0,0.0,0.0,0.0,133384.0
474,1699-5000,2020-06-01,62.76,62.18,0.58,21257500.0,147.29,147.19,0.1,6141800.0,50.0,52.3,-2.3,1275800.0,"25,342.99","25,475.02",-132.03,"338,310,000",33.68,33.64,0.04,76884979.0,0.0,0.0,0.0,117797.0
475,1699-5000,2020-05-01,48.71,47.93,0.78,21701300.0,149.62,148.29,1.33,7309000.0,46.0,45.11,0.89,874600.0,"24,120.78","23,723.69",397.09,"418,160,000",35.91,35.71,0.2,22679867.0,0.0,0.0,0.0,81522.0
476,1699-5000,2020-04-01,30.05,29.67,0.38,7004600.0,127.7,128.81,-1.11,12606100.0,56.35,52.92,3.43,259100.0,"21,227.38","20,943.51",283.87,"506,680,000",30.28,30.12,0.16,26709625.0,0.0,0.0,0.0,80431.0
477,1699-5000,2020-03-01,,,,,,,,,,,,,,,,,,,,,,,,
478,550-1698,2020-02-01,,,,,,,,,,,,,,,,,,,,,,,,
479,550-1698,2020-01-01,,,,,,,,,,,,,,,,,,,,,,,,
480,550-1698,2020-10-21,71.57,68.37,3.2,4614800.0,144.12,143.93,0.19,5221300.0,92.75,87.72,5.03,3384600.0,"28,270.66","28,210.82",59.84,"299,420,000",35.44,35.18,0.26,18984859.0,0.0,0.0,34468.14,139069.0
481,550-1698,2020-10-20,72.07,71.31,0.76,5441300.0,144.66,144.55,0.11,5325400.0,93.92,94.35,-0.43,1872100.0,"28,245.85","28,308.79",-62.94,"350,220,000",35.93,35.57,0.36,22384852.0,0.0,0.0,33855.71,138166.0
482,1699-5000,2020-10-19,73.97,70.96,3.01,6931300.0,148.53,144.32,4.21,7250800.0,96.23,93.92,2.31,2800200.0,"28,633.55","28,195.42",438.13,"358,700,000",36.45,35.86,0.59,31931352.0,0.0,0.0,33319.29,138651.0
483,1699-5000,2020-10-18,,,,,,,,,,,,,,,,,,,,,,,,
484,550-1698,2020-10-17,,,,,,,,,,,,,,,,,,,,,,,,
485,550-1698,2020-10-16,76.06,73.94,2.12,4693600.0,147.6,148.1,-0.5,6097000.0,93.6,94.09,-0.49,2792500.0,"28,570.72","28,606.31",-35.59,"356,140,000",35.17,36.01,-0.83,42993503.0,0.0,0.0,31997.86,157148.0
486,550-1698,2020-10-15,75.48,75.58,-0.1,5009100.0,147.48,147.19,0.29,5978600.0,85.65,90.38,-4.73,2029700.0,"28,323.40","28,494.20",-170.8,"328,940,000",34.75,34.68,0.08,16089205.0,0.0,0.0,31553.0,156068.0
487,550-1698,2020-10-14,80.01,76.56,3.45,6634600.0,148.82,148.1,0.72,7706400.0,95.42,86.86,8.56,4180000.0,"28,731.30","28,514.00",217.3,"370,800,000",35.11,34.97,0.14,22120298.0,0.0,0.0,31020.86,157357.0
488,550-1698,2020-10-13,75.93,78.29,-2.36,13669200.0,149.0,148.36,0.64,11057600.0,90.08,93.0,-2.92,2527500.0,"28,764.95","28,679.81",85.14,"526,110,000",34.79,35.01,-0.22,21543233.0,0.0,0.0,30507.0,146771.0
489,550-1698,2020-10-12,73.61,75.31,-1.7,7590800.0,151.6,151.84,-0.24,7273200.0,91.0,88.74,2.26,2573100.0,"28,671.12","28,837.52",-166.4,"493,680,000",34.82,34.93,-0.11,19413837.0,0.0,0.0,29958.43,132649.0
490,1699-5000,2020-10-11,,,,,,,,,,,,,,,,,,,,,,,,
491,550-1698,2020-10-10,,,,,,,,,,,,,,,,,,,,,,,,
492,550-1698,2020-10-09,73.42,73.0,0.42,4774000.0,149.65,150.97,-1.32,5054100.0,88.98,89.04,-0.06,1462500.0,"28,533.61","28,586.90",-53.29,"324,050,000",34.94,34.91,0.04,23667465.0,0.0,0.0,28265.71,163785.0
493,550-1698,2020-10-08,73.5,72.93,0.57,4023800.0,148.5,148.89,-0.39,4413500.0,85.83,87.95,-2.12,1826000.0,"28,348.86","28,425.51",-76.65,"314,750,000",34.72,35.0,-0.28,17857395.0,0.0,0.0,27695.43,161245.0
494,550-1698,2020-10-07,71.23,72.37,-1.14,4190600.0,146.49,147.88,-1.39,5603100.0,83.32,86.23,-2.91,2354700.0,"27,971.36","28,303.46",-332.1,"328,750,000",34.4,34.6,-0.2,22160034.0,0.0,0.0,27251.29,152426.0
495,550-1698,2020-10-06,72.0,71.04,0.96,7285500.0,148.28,146.26,2.02,5118200.0,86.84,85.59,1.25,5702100.0,"28,214.24","27,772.76",441.48,"435,030,000",35.1,34.32,0.79,25233392.0,0.0,0.0,26854.71,150356.0
496,550-1698,2020-10-05,69.64,71.95,-2.31,6518100.0,147.0,148.23,-1.23,4992800.0,75.7,80.7,-5.0,3750600.0,"27,825.42","28,148.64",-323.22,"318,210,000",34.66,34.87,-0.21,19400029.0,0.0,0.0,26529.29,142464.0
497,550-1698,2020-10-04,,,,,,,,,,,,,,,,,,,,,,,,
498,550-1698,2020-10-03,,,,,,,,,,,,,,,,,,,,,,,,
499,0-549,2020-11-30,144.0,152.74,-8.74,73203100.0,144.23,144.68,-0.45,15663200.0,113.64,124.24,-10.6,9934800.0,"29,854.51","29,638.64",215.87,"551,350,000",37.95,38.31,-0.36,65425900.0,0.0,0.0,87921.43,130912.0
500,550-1698,2020-10-31,,,,,,,,,,,,,,,,,,,,,,,,
501,550-1698,2020-09-30,72.51,70.75,1.76,15690700.0,147.45,148.88,-1.43,8487700.0,67.4,69.23,-1.83,1746800.0,"27,514.64","27,781.70",-267.06,"452,550,000",34.41,34.82,-0.41,22629275.0,0.0,0.0,25647.43,155109.0
502,550-1698,2020-08-31,67.14,64.89,2.25,15271800.0,153.0,153.41,-0.41,6362700.0,62.82,61.25,1.57,2217200.0,"28,643.66","28,430.05",213.61,"517,320,000",35.9,35.85,0.05,30032465.0,0.0,0.0,31281.0,145561.0
503,550-1698,2020-07-31,78.2,74.1,4.1,14210400.0,146.66,145.76,0.9,8259600.0,86.0,82.11,3.89,2640500.0,"26,409.33","26,428.32",-18.99,"488,050,000",36.32,36.51,-0.19,28472124.0,0.0,0.0,0.0,160034.0
504,550-1698,2020-06-30,62.18,64.21,-2.03,11955200.0,139.4,140.63,-1.23,7738300.0,66.16,66.74,-0.58,1979100.0,"25,512.43","25,812.88",-300.45,"410,780,000",30.86,31.02,-0.16,25451676.0,0.0,0.0,0.0,125957.0
505,550-1698,2020-05-31,,,,,,,,,,,,,,,,,,,,,,,,
506,0-549,2020-04-30,46.78,45.99,0.79,7741900.0,148.46,150.04,-1.58,14829600.0,49.21,47.48,1.73,1034100.0,"24,585.57","24,345.72",239.85,"487,840,000",36.05,36.39,-0.34,29450973.0,0.0,0.0,0.0,78510.0
507,550-1698,2020-03-31,30.6,29.95,0.65,6022100.0,134.99,131.13,3.86,15746100.0,59.86,58.4,1.46,243300.0,"22,208.42","21,917.16",291.26,"571,210,000",30.74,30.97,-0.23,29466151.0,0.0,0.0,0.0,77465.0
508,0-549,2020-02-29,,,,,,,,,,,,,,,,,,,,,,,,
509,550-1698,2020-01-31,21.14,20.51,0.63,2833600.0,149.75,148.87,0.88,8651700.0,30.36,29.21,1.15,138700.0,"28,813.04","28,256.03",557.01,"403,890,000",35.05,35.33,-0.28,33894005.0,0.0,0.0,0.0,184949.0
510,550-1698,2019-12-31,18.96,19.56,-0.6,1112400.0,145.1,145.87,-0.77,4435000.0,34.71,33.88,0.83,40000.0,"28,414.64","28,538.44",-123.8,"193,340,000",36.8,37.17,-0.37,15175703.0,,,,
511,550-1698,2020-09-20,,,,,,,,,,,,,,,,,,,,,,,,
512,550-1698,2020-09-19,,,,,,,,,,,,,,,,,,,,,,,,
513,0-549,2020-09-18,68.28,69.87,-1.59,13206200.0,146.51,149.18,-2.67,12174000.0,68.01,67.0,1.01,2608900.0,"27,864.87","27,657.42",207.45,"698,710,000",34.9,34.75,0.14,31694623.0,0.0,0.0,25224.71,164247.0
514,0-549,2020-09-17,68.5,67.89,0.61,13275200.0,148.04,147.17,0.87,5461400.0,66.82,66.78,0.04,2860000.0,"27,834.18","27,901.98",-67.8,"437,230,000",34.9,34.93,-0.04,17894390.0,0.0,0.0,25454.86,155895.0
515,550-1698,2020-09-16,67.64,68.84,-1.2,11345200.0,149.39,148.4,0.99,4323000.0,65.51,66.04,-0.53,2231500.0,"28,031.69","28,032.38",-0.69,"416,650,000",35.37,34.9,0.47,22208412.0,0.0,0.0,25740.71,156758.0
516,550-1698,2020-09-15,65.03,66.88,-1.85,9101200.0,149.45,148.89,0.56,3658800.0,70.0,66.92,3.08,3168300.0,"28,139.76","27,995.60",144.16,"414,520,000",35.28,35.07,0.22,22003726.0,0.0,0.0,26073.29,157722.0
517,550-1698,2020-09-14,60.15,63.67,-3.52,8930800.0,148.12,148.35,-0.23,4375800.0,67.5,67.48,0.02,3373600.0,"27,718.74","27,993.33",-274.59,"380,750,000",34.5,35.11,-0.62,29565543.0,0.0,0.0,26393.86,148274.0
518,550-1698,2020-09-13,,,,,,,,,,,,,,,,,,,,,,,,
519,550-1698,2020-09-12,,,,,,,,,,,,,,,,,,,,,,,,
