,Date,MRNA_Open,MRNA_Close,MRNA_Difference,MRNA_Volume,JNJ_Open,JNJ_Close,JNJ_Difference,JNJ_Volume,BTNX_Open,BTNX_Close,BTNX_Difference,BTNX_Volume,DJIA_Open,DJIA_Close,DJIA_Difference,DJIA_Volume,PFE_Open,PFE_Close,PFE_Difference,PFE_Volume,AZN_Open,AZN_Close,AZN_Difference,AZN_Volume, NVAX_Open , NVAX_Close ,NVAX_Difference,NVAX_Volume,Total Doses Administered,Daily Increase,Number of Flights,Current Hospitalized COVID-19 Patients,Unnamed: 0,alcoholism,anxiety,athleisure,cutting hair,depression,dry cough,eczema,fever,flu symptoms,lack of smell,lack of taste,long-term care,mask mandates,obamacare,opiods,peloton,quarantine,short-term disability,star trek,telehealth,teslas,unemployment insurance,vaping,xanax,zoom,covid symptoms,hospitals near me,baconator,helmet,aluminium,plane,age,hen,table,digital,mutation,oppose,city,athlete,prediction,tumble,stroke,diabetes,lungs,ivermectin,hydroxychloroquine,bleach,lake,toilet paper,stimulus,vaccines near me,vaccine side effects,how to get my taste back,anti-depressant,mental health,can dogs get covid,doritos locos tacos,best hikes near me,tiktok,jeff bezos net worth,what is ivermectin,what is mrna,bill gates population control,ubereats,instacart jobs,gig economy,stimmy,trump,biden,china
137,2020-06-18,63.03,64.95,-1.92,10914400,142.52,143.41,-0.89,4797400,49.86,50.94,-1.08,691500,"26,016.45","26,080.10",-63.65,"328,390,000",31.57,31.54,0.03,32278855,52.64,52.66,-0.02,3796100,55.25,59.27,-4.02,5654100,0.0,0.0,128959.0,0.0,200,33,83,39,36,59,11,64,31,6,4,7,35,2,10,41,15,8,20,33,25,27,22,24,81,24,25.0,55.0,31.0,72.0,32.0,20.0,44.0,20.0,68.0,59.0,14.0,18.0,51.0,35.0,5.0,60.0,58.0,66.0,36.0,2.0,2.0,31.0,74.0,2,7,2,2,16,0,56,13,3,27,10,14,2,5,4,62,20,6,0,17,2,38
138,2020-06-19,64.99,66.35,-1.36,16076700,145.79,143.83,1.96,12206900,50.9,51.36,-0.46,735800,"26,213.10","25,871.46",341.64,"669,390,000",31.96,31.71,0.26,43986266,52.5,53.02,-0.52,6807200,63.28,64.75,-1.47,11569300,0.0,0.0,128228.0,0.0,201,39,77,40,39,59,11,58,29,4,8,7,33,5,9,50,14,8,21,33,17,43,21,22,88,18,23.0,51.0,43.0,77.0,30.0,21.0,46.0,21.0,72.0,59.0,10.0,14.0,49.0,33.0,5.0,58.0,63.0,57.0,34.0,1.0,2.0,34.0,84.0,1,6,3,1,17,0,48,12,4,27,10,12,1,10,0,60,14,5,0,17,2,33
139,2020-06-22,65.92,64.75,1.17,13586400,143.47,143.39,0.08,5285600,51.95,57.45,-5.5,2678200,"25,865.08","26,024.96",-159.88,"351,780,000",31.62,31.41,0.21,23332503,53.37,53.42,-0.05,3375400,67.6,65.95,1.65,8431300,0.0,0.0,121175.0,0.0,204,43,88,28,36,61,13,65,32,5,12,21,48,1,9,38,17,7,25,40,20,41,30,21,79,22,34.0,62.0,35.0,71.0,38.0,21.0,43.0,19.0,71.0,60.0,15.0,17.0,54.0,39.0,5.0,51.0,63.0,71.0,38.0,1.0,2.0,33.0,72.0,1,7,5,1,25,0,51,8,2,31,11,15,2,9,17,57,20,14,0,20,2,28
140,2020-06-23,64.1,62.94,1.16,12361300,143.74,142.86,0.88,5921600,55.62,52.75,2.87,2142200,"26,159.39","26,156.10",3.29,"389,980,000",31.5,31.09,0.41,37690408,53.17,54.25,-1.08,10772000,62.94,69.66,-6.72,6138100,0.0,0.0,128606.0,0.0,205,44,85,48,31,61,13,62,33,5,0,14,35,1,8,44,16,8,20,32,23,30,25,20,83,24,35.0,61.0,30.0,67.0,28.0,20.0,42.0,17.0,71.0,62.0,16.0,17.0,51.0,52.0,5.0,59.0,63.0,68.0,38.0,2.0,2.0,31.0,71.0,1,12,6,1,8,17,54,7,4,27,10,14,1,8,8,48,13,5,0,18,2,30
141,2020-06-24,63.23,64.84,-1.61,14377100,141.49,139.82,1.67,8211200,53.0,54.73,-1.73,1344500,"25,992.96","25,445.94",547.02,"450,120,000",31.03,30.54,0.49,30817695,52.92,52.13,0.79,6418600,70.05,77.5,-7.45,10960400,0.0,0.0,138845.0,0.0,206,30,83,31,36,58,10,62,32,5,8,7,34,3,12,26,16,17,15,36,21,32,23,24,84,24,38.0,63.0,51.0,63.0,38.0,21.0,43.0,16.0,72.0,66.0,15.0,21.0,52.0,62.0,6.0,47.0,59.0,68.0,41.0,2.0,2.0,29.0,71.0,2,11,5,2,20,33,52,6,2,34,10,16,1,3,4,55,24,7,0,15,3,26
142,2020-06-25,67.0,62.0,5.0,26905700,140.57,139.67,0.9,7421200,54.51,59.71,-5.2,2406400,"25,365.22","25,745.60",-380.38,"384,560,000",30.46,30.66,-0.2,27418651,52.49,53.01,-0.52,4948300,81.31,83.54,-2.23,10743500,0.0,0.0,139183.0,0.0,207,35,82,51,32,60,12,67,34,6,16,14,29,6,13,46,16,17,15,35,23,42,19,20,84,24,42.0,62.0,42.0,66.0,23.0,19.0,45.0,17.0,68.0,61.0,15.0,17.0,53.0,62.0,5.0,43.0,61.0,70.0,42.0,1.0,2.0,33.0,78.0,2,9,4,1,16,0,52,6,3,35,11,12,1,7,0,56,15,5,0,14,3,25
143,2020-06-26,60.71,61.28,-0.57,13866300,139.53,137.81,1.72,12849700,56.63,62.13,-5.5,2830700,"25,641.69","25,015.55",626.14,"640,860,000",30.6,30.4,0.2,42153992,53.08,52.7,0.38,6234700,79.73,77.39,2.34,13522400,0.0,0.0,135951.0,0.0,208,36,79,39,40,59,15,59,35,4,8,15,22,5,62,41,16,14,21,32,20,33,16,18,81,19,43.0,63.0,50.0,78.0,35.0,22.0,47.0,22.0,73.0,57.0,10.0,11.0,50.0,71.0,7.0,56.0,65.0,56.0,38.0,2.0,2.0,32.0,83.0,1,8,3,2,13,18,47,10,4,24,11,13,1,8,13,69,19,9,0,15,3,28
144,2020-06-29,61.82,62.08,-0.26,8074200,138.74,139.04,-0.3,5309800,65.68,65.8,-0.12,4011400,"25,152.45","25,595.80",-443.35,"378,070,000",30.8,30.97,-0.17,23956261,53.37,52.91,0.46,4526200,81.48,83.61,-2.13,8693300,0.0,0.0,116337.0,0.0,211,34,85,40,41,59,14,61,34,5,12,36,43,3,18,39,16,12,41,33,23,43,28,22,81,21,48.0,51.0,33.0,65.0,33.0,19.0,42.0,17.0,67.0,63.0,20.0,17.0,51.0,64.0,6.0,71.0,66.0,67.0,42.0,2.0,2.0,28.0,75.0,2,8,4,1,33,0,53,11,3,47,11,13,5,12,0,67,26,5,0,19,2,27
145,2020-06-30,62.18,64.21,-2.03,11955200,139.4,140.63,-1.23,7738300,66.16,66.74,-0.58,1979100,"25,512.43","25,812.88",-300.45,"410,780,000",30.86,31.02,-0.16,25451676,52.28,52.89,-0.61,4621900,85.0,83.35,1.65,7782200,0.0,0.0,125957.0,0.0,212,28,82,32,32,60,15,63,34,8,12,22,33,3,17,36,17,15,5,33,21,49,27,21,77,22,47.0,61.0,37.0,63.0,32.0,19.0,43.0,18.0,70.0,60.0,14.0,16.0,54.0,52.0,5.0,57.0,60.0,67.0,42.0,2.0,2.0,28.0,74.0,1,8,4,2,21,0,54,14,4,31,12,12,2,5,0,66,21,8,0,16,3,42
146,2020-07-01,63.0,61.59,1.41,17916500,140.69,140.38,0.31,6174800,77.7,64.14,13.56,9879300,"25,879.38","25,734.97",144.41,"373,180,000",32.77,32.01,0.76,73503009,52.83,53.32,-0.49,5462000,79.47,79.7,-0.23,6612100,0.0,0.0,133384.0,0.0,213,30,82,37,35,58,10,61,37,8,16,29,32,7,16,43,17,15,31,38,22,37,24,20,81,21,47.0,74.0,37.0,65.0,29.0,20.0,41.0,16.0,69.0,62.0,14.0,17.0,54.0,51.0,6.0,54.0,62.0,66.0,42.0,2.0,3.0,29.0,82.0,2,8,5,2,4,17,52,18,2,23,11,13,1,8,8,67,26,6,0,14,3,35
147,2020-07-02,60.0,58.57,1.43,26544400,141.25,140.97,0.28,5152200,68.25,63.27,4.98,3926500,"25,936.45","25,827.36",109.09,"349,130,000",32.85,32.74,0.1,45270881,53.63,53.8,-0.17,4591300,77.47,81.64,-4.17,5210900,0.0,0.0,142950.0,0.0,214,32,77,35,39,57,12,57,34,6,16,14,38,7,17,43,16,13,31,34,21,36,17,19,77,18,47.0,57.0,27.0,72.0,26.0,21.0,43.0,19.0,70.0,58.0,25.0,12.0,52.0,45.0,5.0,60.0,66.0,61.0,40.0,2.0,12.0,30.0,84.0,2,8,4,2,25,17,49,15,3,47,11,20,1,9,13,58,16,8,0,15,2,30
148,2020-07-06,58.55,59.15,-0.6,9977300,142.17,142.98,-0.81,6156400,65.59,65.51,0.08,1649400,"25,996.08","26,287.03",-290.95,"340,690,000",33.16,32.74,0.42,27150935,53.85,54.1,-0.25,5180900,80.15,79.44,0.71,3832000,0.0,0.0,127813.0,0.0,218,42,84,48,35,59,11,64,34,4,8,11,40,5,10,50,16,13,15,36,18,37,29,22,79,20,54.0,65.0,20.0,69.0,35.0,23.0,43.0,18.0,70.0,62.0,14.0,13.0,51.0,55.0,6.0,56.0,77.0,72.0,42.0,2.0,8.0,30.0,76.0,1,7,4,1,16,17,51,9,5,23,11,24,0,7,8,66,10,9,0,15,2,43
149,2020-07-07,58.8,61.09,-2.29,8904300,141.39,142.85,-1.46,5622600,64.0,69.34,-5.34,2264400,"26,172.01","25,890.18",281.83,"346,820,000",32.31,32.29,0.02,25148018,53.5,53.47,0.03,3747500,104.0,104.56,-0.56,26477900,0.0,0.0,136786.0,0.0,219,39,83,26,36,62,14,66,38,6,28,18,54,8,11,46,16,14,5,32,24,33,20,23,73,23,54.0,64.0,25.0,67.0,27.0,23.0,44.0,17.0,72.0,62.0,14.0,23.0,51.0,47.0,7.0,60.0,66.0,69.0,42.0,2.0,6.0,31.0,73.0,1,8,3,2,8,17,52,14,2,27,26,34,1,6,0,60,14,8,0,16,2,38
150,2020-07-08,60.79,61.58,-0.79,7590900,142.87,143.27,-0.4,6257400,67.21,67.56,-0.35,1449600,"25,950.06","26,067.28",-117.22,"337,300,000",32.27,32.02,0.25,24256545,53.71,54.19,-0.48,6247800,103.85,98.3,5.55,7898700,0.0,0.0,139012.0,0.0,220,37,88,38,37,59,13,64,38,6,0,25,38,8,19,35,19,15,31,33,26,35,22,21,78,25,50.0,68.0,100.0,66.0,32.0,21.0,42.0,18.0,72.0,61.0,16.0,16.0,50.0,46.0,7.0,59.0,67.0,72.0,42.0,2.0,4.0,29.0,83.0,2,8,3,2,25,0,52,14,4,24,38,24,0,6,4,61,26,6,0,17,2,35
151,2020-07-09,62.09,64.96,-2.87,20646100,142.76,142.49,0.27,5738600,66.61,65.61,1.0,1186700,"26,094.92","25,706.09",388.83,"387,610,000",32.0,31.75,0.26,20363702,54.5,53.97,0.53,4203000,98.32,96.3,2.02,4348600,0.0,0.0,147323.0,0.0,221,33,80,49,34,60,14,55,36,5,0,14,44,8,15,36,17,13,15,33,22,36,19,21,80,23,47.0,66.0,57.0,68.0,32.0,21.0,42.0,19.0,78.0,59.0,16.0,18.0,53.0,33.0,6.0,57.0,65.0,72.0,40.0,2.0,4.0,30.0,83.0,2,7,3,2,21,0,54,17,0,12,55,20,1,7,17,64,14,10,0,17,3,32
152,2020-07-10,64.65,62.61,2.04,7407500,142.75,142.37,0.38,4282400,67.0,70.36,-3.36,2874300,"25,690.35","26,075.30",-384.95,"338,170,000",31.94,32.1,-0.16,24459019,54.31,53.76,0.55,5414500,94.0,94.36,-0.36,3072200,0.0,0.0,146182.0,0.0,222,40,79,24,39,59,13,59,36,5,0,11,37,9,12,37,18,11,5,33,19,55,18,21,76,19,45.0,70.0,27.0,73.0,31.0,20.0,49.0,22.0,100.0,58.0,11.0,8.0,48.0,42.0,8.0,61.0,68.0,58.0,41.0,2.0,5.0,32.0,92.0,1,7,6,1,34,0,47,12,2,32,32,20,0,7,18,71,19,6,0,14,3,31
153,2020-07-13,63.89,71.78,-7.89,56617300,143.61,145.21,-1.6,6951900,78.47,77.78,0.69,8529600,"26,225.07","26,085.80",139.27,"425,320,000",32.95,33.41,-0.46,56569129,53.93,53.24,0.69,5639800,95.33,104.32,-8.99,8636400,0.0,0.0,147301.0,0.0,225,41,88,38,28,59,16,58,36,4,8,11,41,7,13,43,18,14,36,35,20,51,25,21,75,22,50.0,62.0,22.0,66.0,30.0,19.0,43.0,15.0,74.0,62.0,15.0,18.0,50.0,34.0,7.0,59.0,61.0,66.0,40.0,2.0,3.0,30.0,77.0,1,7,4,2,12,17,53,11,4,55,13,21,1,7,0,49,22,5,0,12,2,27
154,2020-07-14,74.0,75.04,-1.04,38708800,145.32,147.92,-2.6,7447100,82.57,83.88,-1.31,4748700,"26,044.17","26,642.59",-598.42,"401,640,000",33.56,33.43,0.13,32854129,53.5,53.98,-0.48,7199600,107.21,109.97,-2.76,5390800,0.0,0.0,147427.0,0.0,226,31,83,31,29,55,12,58,34,5,8,4,41,5,15,36,18,16,20,35,22,30,22,22,81,24,46.0,65.0,33.0,66.0,34.0,18.0,44.0,16.0,75.0,62.0,14.0,17.0,51.0,35.0,10.0,48.0,60.0,71.0,42.0,2.0,3.0,28.0,73.0,1,8,5,2,37,17,52,15,3,39,12,17,1,11,13,55,22,4,0,14,2,30
155,2020-07-15,87.52,80.22,7.3,90756100,149.73,148.26,1.47,8512800,86.08,78.0,8.08,3908700,"27,009.81","26,870.10",139.71,"384,900,000",34.15,33.89,0.26,26294454,56.32,58.0,-1.68,19902500,110.31,111.15,-0.84,5250900,0.0,0.0,149426.0,0.0,227,26,79,38,30,58,13,58,35,5,8,29,49,10,12,58,18,15,15,41,21,42,22,23,80,24,45.0,74.0,25.0,66.0,30.0,19.0,43.0,18.0,72.0,63.0,14.0,22.0,48.0,37.0,10.0,48.0,63.0,73.0,40.0,2.0,3.0,28.0,71.0,1,8,6,3,4,17,55,11,2,20,11,16,1,9,8,53,17,8,0,15,3,29
156,2020-07-16,80.16,81.81,-1.65,27277400,148.68,149.25,-0.57,9304700,80.5,75.87,4.63,2847900,"26,746.57","26,734.71",11.86,"287,330,000",33.78,33.78,0.0,18421812,56.96,57.43,-0.47,12358700,109.4,120.29,-10.89,6940400,0.0,0.0,148395.0,0.0,228,33,80,44,32,63,13,59,36,5,16,14,44,23,10,39,18,12,26,37,21,49,20,20,77,24,40.0,64.0,31.0,69.0,33.0,20.0,44.0,18.0,71.0,63.0,12.0,17.0,50.0,37.0,11.0,54.0,62.0,67.0,44.0,2.0,3.0,30.0,75.0,2,7,3,2,21,17,52,5,0,51,11,14,1,10,17,61,20,5,0,14,2,28
157,2020-07-17,83.35,94.85,-11.5,103509200,150.0,149.35,0.65,7441100,76.54,85.25,-8.71,5053500,"26,774.62","26,671.95",102.67,"296,460,000",34.02,34.39,-0.37,23347365,57.65,61.1,-3.45,24319500,128.89,140.49,-11.6,15200800,0.0,0.0,155093.0,0.0,229,29,75,27,32,56,12,61,35,4,8,8,40,21,11,51,18,12,22,39,18,61,20,19,81,20,40.0,56.0,44.0,75.0,33.0,23.0,48.0,19.0,73.0,58.0,10.0,9.0,50.0,32.0,6.0,54.0,68.0,59.0,42.0,2.0,2.0,35.0,91.0,2,7,3,1,13,0,45,10,0,20,11,11,0,6,18,62,7,8,0,15,2,29
158,2020-07-20,87.86,82.68,5.18,78391300,150.23,149.6,0.63,6191500,91.75,88.2,3.55,7790800,"26,660.29","26,680.87",-20.58,"309,390,000",35.57,34.63,0.94,36815693,62.69,58.68,4.01,56346600,149.49,138.23,11.26,12934500,0.0,0.0,145643.0,0.0,232,33,87,45,39,60,13,59,36,4,8,11,51,18,12,54,19,12,32,33,22,50,31,23,85,22,36.0,68.0,29.0,63.0,43.0,19.0,44.0,16.0,72.0,62.0,12.0,18.0,50.0,35.0,7.0,68.0,70.0,73.0,42.0,2.0,3.0,29.0,73.0,1,12,4,2,0,35,58,7,5,36,10,17,1,8,13,57,16,10,0,14,2,26
159,2020-07-21,80.91,80.86,0.05,26157900,149.6,149.74,-0.14,5575900,92.0,91.6,0.4,6025500,"26,833.14","26,840.40",-7.26,"364,930,000",35.05,34.81,0.24,23588520,59.65,58.07,1.58,15351500,140.51,140.69,-0.18,8857900,0.0,0.0,146312.0,0.0,233,43,84,26,32,63,15,62,33,5,0,15,36,9,10,36,19,15,26,30,20,45,25,22,80,24,36.0,59.0,27.0,69.0,31.0,20.0,45.0,17.0,74.0,65.0,15.0,19.0,50.0,37.0,7.0,60.0,65.0,75.0,45.0,2.0,4.0,30.0,71.0,1,13,3,2,17,0,54,14,3,52,10,27,0,9,9,61,14,9,0,14,3,26
160,2020-07-22,79.61,83.22,-3.61,27274000,149.93,150.01,-0.08,5910200,99.19,104.17,-4.98,13817800,"26,824.56","27,005.84",-181.28,"404,340,000",36.27,36.58,-0.31,90705554,57.38,56.98,0.4,9562100,136.0,146.45,-10.45,6143100,0.0,0.0,146449.0,0.0,234,39,82,39,34,68,12,62,34,4,4,15,45,23,12,41,21,16,16,35,23,56,22,24,82,25,35.0,71.0,41.0,70.0,26.0,19.0,46.0,18.0,71.0,63.0,14.0,17.0,49.0,37.0,8.0,45.0,65.0,74.0,38.0,2.0,3.0,29.0,71.0,1,12,5,3,9,0,59,7,1,32,11,38,3,10,9,60,15,6,0,13,3,40
161,2020-07-23,82.05,75.33,6.72,29288100,150.21,149.61,0.6,6566300,97.51,88.51,9.0,15899700,"26,955.97","26,652.33",303.64,"419,800,000",37.22,36.44,0.78,59639536,56.75,55.17,1.58,8658900,144.69,139.59,5.1,5923200,0.0,0.0,149118.0,0.0,235,37,81,29,35,69,15,53,34,4,8,11,25,23,11,51,21,13,10,33,21,58,23,21,78,23,34.0,63.0,32.0,69.0,37.0,19.0,46.0,16.0,68.0,61.0,14.0,12.0,51.0,33.0,10.0,58.0,62.0,71.0,39.0,2.0,3.0,28.0,72.0,1,18,6,2,21,17,55,9,2,39,10,35,1,6,4,66,15,7,0,12,3,33
162,2020-07-24,69.05,73.21,-4.16,27797500,150.5,148.12,2.38,5405900,86.3,84.17,2.13,7109700,"26,533.41","26,469.89",63.52,"494,170,000",36.08,35.73,0.35,33870501,55.31,55.8,-0.49,7748000,133.2,133.93,-0.73,4819300,0.0,0.0,151744.0,0.0,236,32,82,54,35,64,13,61,31,4,8,11,37,13,11,39,18,13,11,37,19,50,21,22,81,18,34.0,75.0,30.0,74.0,31.0,22.0,51.0,24.0,69.0,56.0,10.0,11.0,49.0,32.0,10.0,59.0,64.0,61.0,44.0,1.0,2.0,34.0,87.0,1,19,5,2,9,0,48,7,7,33,10,25,4,4,9,64,21,4,0,13,3,35
163,2020-07-27,80.63,79.91,0.72,44710700,147.37,147.18,0.19,5675200,87.44,86.53,0.91,5129200,"26,447.67","26,584.77",-137.1,"400,930,000",35.45,35.62,-0.17,27640307,56.16,56.58,-0.42,5660200,134.02,139.6,-5.58,5035600,0.0,0.0,137884.0,0.0,239,37,82,26,39,64,11,59,31,4,4,7,31,9,10,28,21,14,37,35,19,55,29,19,85,22,37.0,59.0,17.0,64.0,33.0,20.0,44.0,17.0,66.0,65.0,11.0,12.0,48.0,35.0,7.0,62.0,66.0,71.0,40.0,3.0,100.0,30.0,72.0,1,24,3,2,13,18,54,10,3,32,10,19,0,8,9,58,14,9,0,12,3,33
164,2020-07-28,81.0,81.49,-0.49,32946900,147.4,146.83,0.57,4842200,89.0,85.38,3.62,5108600,"26,529.45","26,379.28",150.17,"361,090,000",36.57,37.02,-0.46,56393954,56.88,56.32,0.56,4979100,139.43,148.6,-9.17,5907800,0.0,0.0,140805.0,0.0,240,43,86,30,31,62,12,61,31,4,0,7,36,9,10,52,18,16,26,32,22,39,24,18,81,24,39.0,69.0,26.0,68.0,26.0,20.0,44.0,15.0,67.0,63.0,13.0,12.0,48.0,39.0,7.0,51.0,62.0,72.0,37.0,2.0,87.0,30.0,75.0,1,23,7,3,13,0,52,10,3,40,10,19,4,7,0,62,17,4,0,13,3,39
165,2020-07-29,81.98,79.51,2.47,24453900,146.39,146.54,-0.15,4489100,85.54,82.5,3.04,3846300,"26,388.44","26,539.57",-151.13,"347,580,000",37.29,37.25,0.04,37033660,57.05,56.64,0.41,5038900,152.5,145.36,7.14,5638600,0.0,0.0,135541.0,0.0,241,50,81,48,27,64,12,56,35,4,0,7,34,9,11,43,18,14,21,34,22,46,21,19,86,25,37.0,57.0,30.0,63.0,26.0,19.0,45.0,17.0,64.0,64.0,13.0,16.0,47.0,37.0,7.0,52.0,65.0,67.0,38.0,2.0,48.0,30.0,68.0,1,18,4,2,13,18,54,3,0,20,11,40,1,6,17,53,17,5,0,13,3,41
166,2020-07-30,78.0,77.63,0.37,13102000,147.44,146.84,0.6,5922500,79.05,84.16,-5.11,3302800,"26,367.42","26,313.65",53.77,"351,540,000",36.32,36.76,-0.44,32273796,57.12,57.89,-0.77,8215100,140.5,146.62,-6.12,5410600,0.0,0.0,152409.0,0.0,242,38,78,49,35,63,12,56,31,4,8,11,41,13,10,59,17,12,21,31,21,42,20,22,76,24,35.0,51.0,35.0,62.0,35.0,21.0,45.0,17.0,65.0,62.0,12.0,16.0,48.0,33.0,7.0,49.0,58.0,68.0,44.0,2.0,31.0,29.0,74.0,1,16,6,2,25,17,53,15,3,36,10,34,0,7,21,51,17,8,0,16,3,41
167,2020-07-31,78.2,74.1,4.1,14210400,146.66,145.76,0.9,8259600,86.0,82.11,3.89,2640500,"26,409.33","26,428.32",-18.99,"488,050,000",36.32,36.51,-0.19,28472124,57.82,55.78,2.04,6838100,147.61,143.1,4.51,4229000,0.0,0.0,160034.0,0.0,243,32,78,46,31,59,12,59,30,4,8,11,26,15,11,51,16,12,22,35,18,53,21,23,75,20,34.0,54.0,25.0,72.0,33.0,24.0,45.0,20.0,67.0,59.0,10.0,14.0,47.0,36.0,9.0,72.0,59.0,56.0,38.0,2.0,21.0,31.0,82.0,1,15,4,1,18,18,46,13,2,41,12,27,1,7,22,61,18,9,1,13,3,36
168,2020-08-03,74.98,77.98,-3.0,13382300,146.39,147.35,-0.96,4078700,82.99,85.47,-2.48,2431700,"26,542.32","26,664.40",-122.08,"439,380,000",36.63,36.39,0.25,31036400,56.68,56.82,-0.14,4799700,145.28,155.87,-10.59,6762900,0.0,0.0,136365.0,42711.0,246,35,83,41,34,60,10,55,30,4,4,11,33,8,11,42,21,12,26,31,28,42,27,20,76,24,35.0,65.0,36.0,66.0,30.0,19.0,43.0,15.0,64.0,63.0,10.0,14.0,50.0,35.0,7.0,64.0,58.0,65.0,37.0,2.0,12.0,28.0,66.0,1,15,3,2,8,0,51,9,3,28,26,17,1,3,22,59,22,4,0,12,3,29
169,2020-08-04,78.19,78.46,-0.27,10126500,146.99,147.22,-0.23,4162200,84.44,83.17,1.27,2410300,"26,664.61","26,828.47",-163.86,"346,350,000",36.35,36.42,-0.08,29448549,56.08,56.08,0.0,4121300,156.5,157.17,-0.67,11517400,0.0,0.0,142681.0,42954.25,247,29,75,49,28,58,13,59,28,4,20,14,32,9,12,47,19,12,26,34,28,22,17,21,72,27,37.0,54.0,28.0,66.0,38.0,20.0,44.0,17.0,64.0,64.0,10.0,12.0,49.0,33.0,9.0,64.0,61.0,70.0,42.0,1.0,9.0,27.0,68.0,1,15,5,2,4,0,52,6,3,27,18,17,2,3,4,56,12,11,0,14,3,29
170,2020-08-05,77.49,75.8,1.69,19831900,149.1,148.4,0.7,5467500,82.82,81.3,1.52,4084400,"26,924.78","27,201.52",-276.74,"366,000,000",36.5,36.48,0.02,24292697,56.43,55.95,0.48,3247400,182.0,173.49,8.51,17846900,0.0,0.0,159116.0,43063.0,248,32,81,32,30,59,13,57,29,4,8,15,28,9,14,57,18,13,16,32,20,53,19,19,76,27,36.0,58.0,35.0,68.0,30.0,20.0,44.0,17.0,62.0,70.0,12.0,19.0,48.0,34.0,8.0,69.0,59.0,68.0,38.0,1.0,8.0,29.0,67.0,1,17,4,2,17,0,54,10,2,24,14,14,0,7,9,55,21,12,0,14,4,29
171,2020-08-06,75.79,73.76,2.03,11691500,148.4,147.55,0.85,4837900,79.29,77.08,2.21,3175200,"27,170.82","27,386.98",-216.16,"322,460,000",36.78,36.31,0.47,20922111,56.09,56.21,-0.12,3532100,178.0,167.5,10.5,7882700,0.0,0.0,163789.0,43005.17,249,31,79,32,27,64,11,50,29,5,8,22,19,8,11,44,16,13,42,44,19,21,16,23,75,29,35.0,44.0,31.0,71.0,35.0,26.0,44.0,16.0,65.0,66.0,11.0,16.0,55.0,41.0,9.0,56.0,59.0,65.0,36.0,2.0,7.0,29.0,71.0,1,17,6,2,13,18,52,11,2,24,13,20,0,6,13,52,20,10,0,13,6,29
172,2020-08-07,74.38,74.1,0.28,8771400,147.51,148.6,-1.09,3635100,77.09,77.0,0.09,3038200,"27,321.68","27,433.48",-111.8,"321,170,000",36.34,36.48,-0.14,23097251,55.78,55.41,0.37,3849200,168.63,170.29,-1.66,6540200,0.0,0.0,163664.0,42838.43,250,37,79,49,28,60,11,59,29,4,4,15,32,8,12,42,16,13,16,40,19,41,16,21,84,25,34.0,59.0,42.0,77.0,35.0,26.0,48.0,20.0,69.0,62.0,10.0,8.0,49.0,34.0,9.0,66.0,59.0,63.0,36.0,2.0,6.0,33.0,81.0,2,23,3,2,0,0,46,6,2,41,24,27,3,5,9,56,17,8,0,14,7,32
173,2020-08-10,74.27,72.01,2.26,8678300,148.86,148.03,0.83,4096600,77.0,73.95,3.05,2830600,"27,488.21","27,791.44",-303.23,"360,340,000",36.57,36.42,0.15,19964552,55.7,55.38,0.32,2937300,175.46,178.51,-3.05,7607000,0.0,0.0,148852.0,41444.57,253,41,81,38,30,62,10,60,28,3,4,11,36,5,13,49,16,11,21,37,16,29,23,22,74,32,34.0,64.0,26.0,65.0,25.0,19.0,45.0,16.0,66.0,65.0,11.0,9.0,48.0,37.0,8.0,54.0,61.0,66.0,34.0,4.0,5.0,28.0,67.0,1,16,5,2,17,35,50,6,3,51,12,18,2,6,26,52,20,24,0,16,6,25
174,2020-08-11,69.52,68.97,0.55,18118700,149.14,146.97,2.17,6388400,69.0,68.45,0.55,4032200,"27,961.64","27,686.91",274.73,"428,220,000",36.58,35.85,0.73,21326847,55.72,55.18,0.54,3948900,169.77,149.48,20.29,15226000,0.0,0.0,153882.0,40952.14,254,28,82,32,28,60,10,57,27,4,20,18,27,4,14,47,17,12,15,35,19,32,22,24,80,35,30.0,75.0,29.0,61.0,27.0,19.0,44.0,18.0,65.0,66.0,12.0,13.0,48.0,35.0,10.0,62.0,61.0,71.0,37.0,2.0,4.0,27.0,63.0,1,15,5,2,4,0,53,9,3,39,11,14,4,2,9,55,18,11,0,15,20,26
175,2020-08-12,75.67,69.52,6.15,50362100,147.54,149.66,-2.12,5257300,70.89,69.11,1.78,3252000,"27,860.24","27,976.84",-116.6,"340,210,000",35.89,36.37,-0.47,19957595,56.3,56.74,-0.44,5462700,148.06,124.42,23.64,17627200,0.0,0.0,158289.0,40529.43,255,43,85,47,33,63,8,59,28,4,12,4,44,7,14,47,17,11,10,35,20,45,18,31,84,40,29.0,71.0,19.0,64.0,33.0,20.0,44.0,18.0,65.0,68.0,12.0,17.0,47.0,38.0,9.0,61.0,59.0,70.0,36.0,2.0,5.0,27.0,74.0,1,12,3,2,4,17,53,9,0,27,11,13,3,10,17,55,24,12,0,14,16,23
